"Carrier Group","Delivery Type","Segment","Sms Relay","Sms Phone Number","Date","MonthYear","Quarter","Week","Sent","Delivered","Clicks","Unique Clicks","Clicks to Sent Rate","Unique Clicks to Sent Rate","Unsubscribes","Unique Unsubscribes","Bounces","Refusals","Revenue","RPS","Complaints","Unique Complaints"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","0","0","0","0","","","0","0","0","4","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","0","0","0","0","","","0","0","0","6","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","0","0","0","0","","","0","0","0","9","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","0","0","0","0","","","0","0","0","7","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","1219","1149","2040","1219","167.3503","100.0000","0","0","7","62","71.38120000000002","0.05855717801476622","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","0","0","0","0","","","0","0","0","5","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","1035","961","1663","1033","160.6763","99.8068","0","0","7","64","64.39970000000001","0.06222193236714977","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","7","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","12","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","1127","1052","1903","1127","168.8554","100.0000","0","0","2","62","60.02370000000002","0.05325971606033719","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","7","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","2","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","9","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","3","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","676","629","1128","676","166.8639","100.0000","0","0","4","42","55.35989999999999","0.08189334319526625","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","6","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","206","195","349","206","169.4175","100.0000","0","0","0","8","14.5463","0.0706131067961165","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","3","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","3","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","1","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","64","61","108","64","168.7500","100.0000","0","0","2","2","6.465800000000001","0.10102812500000001","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","1","0","","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","77","74","132","77","171.4286","100.0000","0","0","2","2","3.179","0.04128571428571429","0","0"
"TMobile","SmsTrigger","TriggeredSend","Volt Relay US","20407","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","0","0","0","0","","","0","0","0","1","0","","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","113","113","106","83","93.8053","73.4513","0","0","0","0","2.4561","0.021735398230088496","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","146","145","142","109","97.2603","74.6575","0","0","0","0","0.3107","0.0021280821917808216","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","111","111","107","78","96.3964","70.2703","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","106","106","93","72","87.7358","67.9245","0","0","0","0","0.75","0.007075471698113208","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","160","160","117","96","73.1250","60.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","222","222","161","123","72.5225","55.4054","0","0","0","0","1.9941999999999998","0.008982882882882882","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","190","190","131","93","68.9474","48.9474","0","0","0","0","5.6766000000000005","0.02987684210526316","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","168","168","120","96","71.4286","57.1429","0","0","0","0","2.9208","0.017385714285714286","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","192","192","141","111","73.4375","57.8125","0","0","0","0","1.1533","0.006006770833333334","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","193","193","148","120","76.6839","62.1762","0","0","0","0","1.2304","0.006375129533678756","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","168","168","134","106","79.7619","63.0952","0","0","0","0","0.5727","0.0034089285714285714","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","155","155","141","107","90.9677","69.0323","0","0","0","0","3.3324","0.021499354838709676","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","180","180","167","128","92.7778","71.1111","0","0","0","0","2.1979","0.012210555555555556","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","184","183","167","136","90.7609","73.9130","0","0","0","0","0.4058","0.0022054347826086958","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546961","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","169","169","166","121","98.2249","71.5976","0","0","0","0","3.7271","0.022053846153846153","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","125","125","119","86","95.2000","68.8000","0","0","0","0","1.8866","0.0150928","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","143","143","132","100","92.3077","69.9301","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","133","133","124","99","93.2331","74.4361","0","0","0","0","1.6408","0.012336842105263158","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","142","142","124","100","87.3239","70.4225","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","177","177","143","111","80.7910","62.7119","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","200","199","135","106","67.5000","53.0000","0","0","0","0","0.5999","0.0029995","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","193","193","136","111","70.4663","57.5130","0","0","0","0","0.9838","0.0050974093264248704","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","159","159","109","87","68.5535","54.7170","0","0","0","0","2.6319","0.016552830188679243","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","172","172","127","102","73.8372","59.3023","0","0","0","0","0.5143","0.0029901162790697674","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","158","159","120","92","75.9494","58.2278","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","152","152","110","88","72.3684","57.8947","0","0","0","0","1.347","0.008861842105263158","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","170","170","151","116","88.8235","68.2353","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","173","173","151","125","87.2832","72.2543","0","0","0","0","0.2","0.0011560693641618498","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","173","173","161","124","93.0636","71.6763","0","0","0","0","3.2199999999999998","0.018612716763005778","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546963","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","177","177","177","130","100.0000","73.4463","0","0","0","0","2.0632","0.011656497175141244","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","136","136","121","94","88.9706","69.1176","0","0","0","0","2.0475","0.015055147058823529","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","137","137","110","92","80.2920","67.1533","0","0","0","0","1.6814","0.012272992700729927","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","143","143","134","102","93.7063","71.3287","0","0","0","0","1.0983999999999998","0.00768111888111888","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","124","124","120","95","96.7742","76.6129","0","0","0","0","1.7604000000000002","0.014196774193548388","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","170","170","136","107","80.0000","62.9412","0","0","0","0","1.33","0.007823529411764707","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","190","190","144","116","75.7895","61.0526","0","0","0","0","1.8084","0.009517894736842105","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","217","217","160","119","73.7327","54.8387","0","0","0","0","3.1187","0.01437188940092166","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","161","161","125","99","77.6398","61.4907","0","0","0","0","1.9212000000000002","0.011932919254658387","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","179","179","150","114","83.7989","63.6872","0","0","0","0","2.1671","0.012106703910614525","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","166","166","126","97","75.9036","58.4337","0","0","0","0","0.3469","0.0020897590361445783","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","157","157","135","103","85.9873","65.6051","0","0","0","0","1.0880999999999998","0.006930573248407642","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","169","169","154","122","91.1243","72.1893","0","0","0","0","1.7574999999999998","0.010399408284023668","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","184","183","176","139","95.6522","75.5435","0","0","0","0","6.2312","0.033865217391304346","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","152","152","135","104","88.8158","68.4211","0","0","0","0","0.991","0.006519736842105263","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546966","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","179","179","183","136","102.2346","75.9777","0","0","0","0","1.3605999999999998","0.007601117318435753","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","123","123","112","85","91.0569","69.1057","0","0","0","0","0.58","0.004715447154471544","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","148","147","131","108","88.5135","72.9730","0","0","0","0","0.2068","0.0013972972972972973","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","130","130","137","97","105.3846","74.6154","0","0","0","0","1.9539000000000002","0.015030000000000002","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","142","142","123","97","86.6197","68.3099","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","176","176","121","95","68.7500","53.9773","0","0","0","0","0.77","0.004375","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","227","227","153","117","67.4009","51.5419","0","0","0","0","1.5439","0.006801321585903084","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","213","213","167","124","78.4038","58.2160","0","0","0","0","2.2319","0.010478403755868544","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","161","161","120","95","74.5342","59.0062","0","0","0","0","1.6888999999999998","0.010490062111801242","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","155","154","111","86","71.6129","55.4839","0","0","0","0","3.1210000000000004","0.020135483870967745","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","171","171","136","101","79.5322","59.0643","0","0","0","0","0.3828","0.00223859649122807","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","182","182","175","114","96.1538","62.6374","0","0","0","0","7.9541","0.043703846153846156","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","147","147","144","104","97.9592","70.7483","0","0","0","0","2.1783","0.014818367346938777","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","154","154","144","106","93.5065","68.8312","0","0","0","0","1.3728","0.008914285714285715","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","160","160","163","119","101.8750","74.3750","0","0","0","0","4.592","0.028699999999999996","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15122546967","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","164","162","149","117","90.8537","71.3415","0","0","0","0","1.8899","0.011523780487804877","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-16","Feb, 2026","Q1, 2026","Week 08, 2026","261","264","264","206","101.1494","78.9272","0","0","0","0","0.3615","0.0013850574712643677","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-15","Feb, 2026","Q1, 2026","Week 07, 2026","339","339","351","270","103.5398","79.6460","0","0","0","0","1.0697","0.0031554572271386434","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-14","Feb, 2026","Q1, 2026","Week 07, 2026","357","357","356","283","99.7199","79.2717","0","0","0","0","2.2191","0.006215966386554622","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-13","Feb, 2026","Q1, 2026","Week 07, 2026","327","327","332","262","101.5291","80.1223","0","0","0","0","0.37","0.0011314984709480122","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-12","Feb, 2026","Q1, 2026","Week 07, 2026","344","343","311","246","90.4070","71.5116","0","0","0","0","1.3822","0.004018023255813954","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-11","Feb, 2026","Q1, 2026","Week 07, 2026","153","153","118","94","77.1242","61.4379","0","0","1","0","1.9678","0.012861437908496733","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","13","13","9","8","69.2308","61.5385","0","0","0","0","0.2","0.015384615384615385","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","63","63","34","26","53.9683","41.2698","0","0","0","0","0.2","0.0031746031746031746","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","210","210","141","112","67.1429","53.3333","0","0","0","0","5.864400000000001","0.02792571428571429","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","160","160","109","91","68.1250","56.8750","0","0","0","0","1.9495","0.012184375","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","173","173","140","102","80.9249","58.9595","0","0","0","0","1.7392999999999998","0.010053757225433526","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","169","169","117","87","69.2308","51.4793","0","0","0","0","1.0341","0.006118934911242603","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","153","153","118","89","77.1242","58.1699","0","0","0","0","0.6131","0.00400718954248366","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","154","154","147","111","95.4545","72.0779","0","0","0","0","0.5218","0.0033883116883116886","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","178","178","172","126","96.6292","70.7865","0","0","0","0","1.9960999999999998","0.011214044943820223","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","167","167","155","120","92.8144","71.8563","0","0","0","0","2.4735","0.014811377245508982","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15123250119","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","158","158","144","114","91.1392","72.1519","0","0","1","0","2.1616999999999997","0.013681645569620251","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-16","Feb, 2026","Q1, 2026","Week 08, 2026","275","275","262","204","95.2727","74.1818","0","0","0","0","0.1949","0.0007087272727272727","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-15","Feb, 2026","Q1, 2026","Week 07, 2026","335","334","324","259","96.7164","77.3134","0","0","0","0","0.44179999999999997","0.0013188059701492536","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-14","Feb, 2026","Q1, 2026","Week 07, 2026","372","371","334","258","89.7849","69.3548","0","0","0","0","0.7751","0.0020836021505376344","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-13","Feb, 2026","Q1, 2026","Week 07, 2026","359","359","353","272","98.3287","75.7660","0","0","0","0","3.2798","0.009135933147632311","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-12","Feb, 2026","Q1, 2026","Week 07, 2026","323","323","303","233","93.8080","72.1362","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-11","Feb, 2026","Q1, 2026","Week 07, 2026","151","152","134","97","88.7417","64.2384","0","0","1","0","0.7843","0.005194039735099337","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-10","Feb, 2026","Q1, 2026","Week 07, 2026","7","7","6","4","85.7143","57.1429","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","62","62","44","32","70.9677","51.6129","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","237","237","181","137","76.3713","57.8059","0","0","0","0","4.1211","0.01738860759493671","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","187","187","143","106","76.4706","56.6845","0","0","0","0","2.2952000000000004","0.012273796791443851","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","179","178","123","98","68.7151","54.7486","0","0","1","0","0.77","0.004301675977653631","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","179","179","155","108","86.5922","60.3352","0","0","0","0","3.4038","0.019015642458100557","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","150","150","130","99","86.6667","66.0000","0","0","0","0","2.1447","0.014297999999999998","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","171","171","165","118","96.4912","69.0058","0","0","0","0","1.5493000000000001","0.009060233918128656","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-29","Jan, 2026","Q1, 2026","Week 05, 2026","148","148","131","102","88.5135","68.9189","0","0","0","0","0.86","0.0058108108108108104","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-28","Jan, 2026","Q1, 2026","Week 05, 2026","189","189","178","133","94.1799","70.3704","0","0","0","0","1.8200000000000003","0.00962962962962963","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","+15126314484","2026-01-27","Jan, 2026","Q1, 2026","Week 05, 2026","135","134","125","94","92.5926","69.6296","0","0","0","0","2.872","0.021274074074074074","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-09","Feb, 2026","Q1, 2026","Week 07, 2026","13","0","13","13","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-08","Feb, 2026","Q1, 2026","Week 06, 2026","42","0","42","42","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-07","Feb, 2026","Q1, 2026","Week 06, 2026","56","0","56","56","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-06","Feb, 2026","Q1, 2026","Week 06, 2026","179","0","179","179","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-05","Feb, 2026","Q1, 2026","Week 06, 2026","229","0","229","229","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-04","Feb, 2026","Q1, 2026","Week 06, 2026","427","0","427","427","100.0000","100.0000","0","0","0","0","0","0","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-03","Feb, 2026","Q1, 2026","Week 06, 2026","543","506","964","543","177.5322","100.0000","0","0","0","0","9.211800000000002","0.016964640883977904","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-02","Feb, 2026","Q1, 2026","Week 06, 2026","437","403","755","437","172.7689","100.0000","0","0","0","0","10.3157","0.023605720823798627","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-02-01","Feb, 2026","Q1, 2026","Week 05, 2026","379","351","686","379","181.0026","100.0000","0","0","0","0","10.165599999999998","0.026822163588390496","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-31","Jan, 2026","Q1, 2026","Week 05, 2026","356","334","661","356","185.6742","100.0000","0","0","0","0","9.255999999999998","0.025999999999999995","0","0"
"Unknown","SmsCampaign","Clicker","Volt Relay US","20407","2026-01-30","Jan, 2026","Q1, 2026","Week 05, 2026","200","186","386","200","193.0000","100.0000","0","0","0","0","8.4505","0.0422525","0","0"
